State,District,Soil Type,Crop,Land Area (acres),Temperature (°C),Rainfall (mm),Humidity (%),Wind Speed (km/h),Best Irrigation Time,Water Amount (Liters/hectare),Irrigation Method,Best Next Crop,Best Fertilizer,Alternative Fertilizer,Estimated Yield (kg/hectare),Ymax (kg/hectare),Ky,ETm (mm),ETa (mm)
Haryana,North,Saline,Tea,9.99,25.0,262.1,48.4,5.1,7:00 PM - 10:00 PM,4554.6,Surface Irrigation,Barley,Biofertilizer,Neem Cake,2737.7,4000.0,1.05,700.0,455.46000000000004
Gujarat,West,Silt,Pulses,8.24,39.5,201.6,63.9,12.4,7:00 PM - 10:00 PM,3025.4,Sprinkler Irrigation,Barley,Vermicompost,Bone Meal,592.5,3000.0,0.75,400.0,302.54
Tamil Nadu,South,Silt,Pulses,6.74,38.1,100.6,51.8,7.9,4:00 PM - 7:00 PM,5889.5,Drip Irrigation,Sugarcane,Urea,Neem Cake,2670.4,3000.0,0.75,400.0,588.95
Rajasthan,West,Saline,Wheat,2.06,24.6,123.1,72.6,8.6,7:00 PM - 10:00 PM,4620.6,Drip Irrigation,Barley,Compost,Seaweed Extract,3935.5,8000.0,1.15,450.0,462.06000000000006
Maharashtra,West,Saline,Barley,5.89,38.6,232.7,57.7,3.6,7:00 PM - 10:00 PM,2305.3,Sprinkler Irrigation,Maize,Urea,Cow Manure,4318.2,,,,230.53000000000003
Madhya Pradesh,Central,Loamy,Sugarcane,6.11,27.1,204.7,50.5,9.9,5:00 AM - 8:00 AM,7931.2,Furrow Irrigation,Soybean,Compost,Cow Manure,3012.8,120000.0,1.3,1500.0,793.12
Rajasthan,West,Silt,Groundnut,2.76,32.5,193.7,62.1,2.0,4:00 PM - 7:00 PM,3639.3,Sprinkler Irrigation,Pulses,Compost,Cow Manure,6172.2,,,,363.93
Uttar Pradesh,North,Clay,Rice,6.35,33.1,178.6,68.5,9.5,7:00 PM - 10:00 PM,5443.2,Surface Irrigation,Pulses,Urea,Green Manure,7617.2,10000.0,1.25,900.0,544.3199999999999
Haryana,North,Peaty,Wheat,7.48,23.6,292.7,56.7,6.6,5:00 AM - 8:00 AM,7458.9,Surface Irrigation,Tea,Urea,Cow Manure,4335.3,8000.0,1.15,450.0,745.89
Haryana,North,Peaty,Rice,6.07,37.2,156.2,73.0,3.3,5:00 AM - 8:00 AM,1009.5,Sprinkler Irrigation,Cotton,DAP,Bone Meal,5614.9,10000.0,1.25,900.0,100.95
Rajasthan,West,Silt,Soybean,8.67,29.9,197.5,69.2,12.4,7:00 PM - 10:00 PM,7110.2,Drip Irrigation,Sugarcane,Biofertilizer,Seaweed Extract,3366.5,,,,711.02
Punjab,North,Clay,Tea,6.68,22.2,188.2,59.5,13.2,4:00 PM - 7:00 PM,8728.7,Drip Irrigation,Maize,Vermicompost,Bone Meal,7923.8,4000.0,1.05,700.0,872.8700000000001
Maharashtra,West,Loamy,Tea,2.75,28.9,56.7,69.0,3.5,7:00 PM - 10:00 PM,3727.7,Surface Irrigation,Groundnut,Vermicompost,Green Manure,3750.1,4000.0,1.05,700.0,372.77
Punjab,North,Clay,Soybean,1.77,36.7,138.7,57.1,11.9,7:00 PM - 10:00 PM,3398.0,Sprinkler Irrigation,Pulses,Vermicompost,Neem Cake,2761.9,,,,339.8
Maharashtra,West,Peaty,Rice,8.04,24.3,248.7,90.0,11.1,7:00 PM - 10:00 PM,6346.6,Sprinkler Irrigation,Barley,DAP,Neem Cake,1248.4,10000.0,1.25,900.0,634.6600000000001
Tamil Nadu,South,Loamy,Wheat,5.13,36.0,103.9,88.0,3.8,4:00 PM - 7:00 PM,7784.2,Surface Irrigation,Sugarcane,Urea,Cow Manure,1767.0,8000.0,1.15,450.0,778.42
Maharashtra,West,Saline,Sugarcane,6.9,34.8,248.7,55.1,3.9,5:00 AM - 8:00 AM,7080.5,Drip Irrigation,Barley,MOP,Bone Meal,3916.7,120000.0,1.3,1500.0,708.05
Madhya Pradesh,Central,Clay,Pulses,0.58,24.1,204.5,57.6,7.2,5:00 AM - 8:00 AM,6002.5,Sprinkler Irrigation,Soybean,Vermicompost,Green Manure,3409.3,3000.0,0.75,400.0,600.25
Haryana,North,Clay,Pulses,3.91,24.8,250.7,70.8,11.0,4:00 PM - 7:00 PM,9588.8,Sprinkler Irrigation,Maize,Urea,Green Manure,5229.3,3000.0,0.75,400.0,958.8799999999999
Uttar Pradesh,North,Loamy,Sugarcane,7.09,21.2,219.0,75.3,9.9,4:00 PM - 7:00 PM,1326.1,Sprinkler Irrigation,Sugarcane,DAP,Seaweed Extract,4644.2,120000.0,1.3,1500.0,132.60999999999999
Maharashtra,West,Silt,Sugarcane,6.63,22.3,105.9,51.2,8.0,7:00 PM - 10:00 PM,6347.3,Surface Irrigation,Soybean,MOP,Seaweed Extract,7113.3,120000.0,1.3,1500.0,634.73
Rajasthan,West,Clay,Sugarcane,3.38,40.0,113.6,80.3,11.7,5:00 AM - 8:00 AM,9470.8,Furrow Irrigation,Soybean,MOP,Cow Manure,2318.7,120000.0,1.3,1500.0,947.0799999999999
Uttar Pradesh,North,Sandy,Rice,5.48,24.7,260.5,53.3,7.5,4:00 PM - 7:00 PM,7170.1,Sprinkler Irrigation,Soybean,MOP,Seaweed Extract,636.9,10000.0,1.25,900.0,717.01
Karnataka,South,Sandy,Groundnut,2.54,21.6,60.0,78.5,10.1,5:00 AM - 8:00 AM,8539.7,Drip Irrigation,Rice,Biofertilizer,Seaweed Extract,6858.6,,,,853.97
West Bengal,East,Silt,Tea,4.49,39.6,289.4,87.5,9.1,4:00 PM - 7:00 PM,9927.7,Furrow Irrigation,Soybean,Biofertilizer,Green Manure,7598.0,4000.0,1.05,700.0,992.7700000000001
Maharashtra,West,Clay,Groundnut,9.16,26.7,93.4,69.1,2.7,7:00 PM - 10:00 PM,9578.8,Sprinkler Irrigation,Wheat,Compost,Green Manure,5014.9,,,,957.8799999999999
Haryana,North,Clay,Soybean,4.34,25.2,55.2,42.1,6.7,7:00 PM - 10:00 PM,2738.1,Surface Irrigation,Tea,Biofertilizer,Cow Manure,4703.0,,,,273.81
Gujarat,West,Sandy,Groundnut,0.64,19.6,268.1,71.5,6.2,7:00 PM - 10:00 PM,5023.5,Furrow Irrigation,Sugarcane,Compost,Bone Meal,4010.6,,,,502.35
Punjab,North,Sandy,Cotton,5.28,32.7,205.5,82.9,3.3,4:00 PM - 7:00 PM,1055.8,Furrow Irrigation,Cotton,Vermicompost,Bone Meal,7090.6,5000.0,0.85,600.0,105.58
Punjab,North,Saline,Cotton,1.88,19.4,171.7,52.0,3.2,7:00 PM - 10:00 PM,1667.9,Sprinkler Irrigation,Wheat,Vermicompost,Cow Manure,6450.5,5000.0,0.85,600.0,166.79000000000002
Maharashtra,West,Loamy,Barley,3.58,16.5,221.9,49.4,4.0,4:00 PM - 7:00 PM,8250.1,Surface Irrigation,Sugarcane,Vermicompost,Green Manure,4695.8,,,,825.01
Uttar Pradesh,North,Saline,Tea,2.15,38.5,129.3,83.2,2.8,5:00 AM - 8:00 AM,5070.6,Drip Irrigation,Wheat,Vermicompost,Neem Cake,3266.9,4000.0,1.05,700.0,507.06000000000006
Karnataka,South,Sandy,Wheat,7.15,20.0,245.5,46.4,10.7,4:00 PM - 7:00 PM,2374.7,Sprinkler Irrigation,Wheat,DAP,Bone Meal,1204.8,8000.0,1.15,450.0,237.46999999999997
Uttar Pradesh,North,Clay,Sugarcane,7.52,26.8,88.8,60.0,5.9,5:00 AM - 8:00 AM,1762.5,Surface Irrigation,Rice,Vermicompost,Seaweed Extract,1752.8,120000.0,1.3,1500.0,176.25
Punjab,North,Peaty,Maize,5.5,39.2,71.8,63.0,14.5,4:00 PM - 7:00 PM,5265.2,Sprinkler Irrigation,Pulses,Vermicompost,Neem Cake,6636.2,12000.0,1.1,500.0,526.52
West Bengal,East,Saline,Barley,4.11,38.6,136.1,49.3,13.3,5:00 AM - 8:00 AM,2102.5,Furrow Irrigation,Sugarcane,Biofertilizer,Neem Cake,2967.8,,,,210.25
Rajasthan,West,Saline,Sugarcane,9.84,20.7,299.1,69.2,13.3,4:00 PM - 7:00 PM,4498.7,Surface Irrigation,Barley,Biofertilizer,Bone Meal,7499.4,120000.0,1.3,1500.0,449.87
Karnataka,South,Silt,Groundnut,7.11,24.4,286.9,46.2,9.7,5:00 AM - 8:00 AM,5625.0,Furrow Irrigation,Barley,Compost,Bone Meal,5911.3,,,,562.5
Uttar Pradesh,North,Sandy,Soybean,4.76,27.1,258.0,81.5,6.9,4:00 PM - 7:00 PM,1937.1,Drip Irrigation,Cotton,MOP,Neem Cake,2876.6,,,,193.70999999999998
Karnataka,South,Loamy,Tea,7.6,35.8,209.0,64.5,5.0,7:00 PM - 10:00 PM,1938.7,Surface Irrigation,Soybean,MOP,Seaweed Extract,1378.1,4000.0,1.05,700.0,193.87
Tamil Nadu,South,Clay,Pulses,2.73,24.8,229.3,76.1,8.2,5:00 AM - 8:00 AM,4495.7,Furrow Irrigation,Cotton,Biofertilizer,Bone Meal,3185.0,3000.0,0.75,400.0,449.57
Karnataka,South,Loamy,Sugarcane,2.43,22.5,118.6,57.0,10.7,7:00 PM - 10:00 PM,2554.1,Sprinkler Irrigation,Groundnut,MOP,Green Manure,5171.6,120000.0,1.3,1500.0,255.41
Uttar Pradesh,North,Sandy,Maize,7.31,33.5,174.7,53.3,9.7,5:00 AM - 8:00 AM,7303.4,Furrow Irrigation,Maize,Compost,Seaweed Extract,6969.4,12000.0,1.1,500.0,730.3399999999999
Gujarat,West,Silt,Sugarcane,5.11,37.7,244.4,75.4,13.6,4:00 PM - 7:00 PM,7678.5,Furrow Irrigation,Soybean,Biofertilizer,Cow Manure,7145.8,120000.0,1.3,1500.0,767.85
Haryana,North,Silt,Pulses,7.53,29.8,73.9,64.7,6.4,4:00 PM - 7:00 PM,9401.3,Drip Irrigation,Tea,Urea,Green Manure,2440.4,3000.0,0.75,400.0,940.1299999999999
Tamil Nadu,South,Clay,Cotton,9.35,36.5,188.8,64.7,12.6,5:00 AM - 8:00 AM,4725.8,Sprinkler Irrigation,Barley,Vermicompost,Green Manure,6589.6,5000.0,0.85,600.0,472.58000000000004
West Bengal,East,Loamy,Pulses,9.13,21.6,55.6,53.5,9.5,7:00 PM - 10:00 PM,7532.8,Drip Irrigation,Tea,Vermicompost,Seaweed Extract,5953.3,3000.0,0.75,400.0,753.28
Rajasthan,West,Clay,Tea,1.95,23.2,240.0,76.2,3.9,4:00 PM - 7:00 PM,1366.5,Furrow Irrigation,Soybean,MOP,Cow Manure,1174.4,4000.0,1.05,700.0,136.65
Rajasthan,West,Silt,Barley,2.27,32.4,161.3,88.4,13.0,5:00 AM - 8:00 AM,3385.1,Drip Irrigation,Maize,Biofertilizer,Neem Cake,3278.1,,,,338.51
Maharashtra,West,Loamy,Barley,7.26,38.5,283.9,44.0,12.7,5:00 AM - 8:00 AM,6832.4,Surface Irrigation,Groundnut,DAP,Cow Manure,3478.6,,,,683.24
Uttar Pradesh,North,Clay,Pulses,5.66,15.3,197.7,55.9,8.9,5:00 AM - 8:00 AM,1179.7,Drip Irrigation,Maize,DAP,Bone Meal,4708.7,3000.0,0.75,400.0,117.97
Rajasthan,West,Saline,Cotton,3.91,22.6,104.7,89.2,6.3,7:00 PM - 10:00 PM,5503.5,Furrow Irrigation,Groundnut,MOP,Cow Manure,1205.3,5000.0,0.85,600.0,550.35
Karnataka,South,Clay,Maize,4.87,19.8,105.0,48.7,14.6,5:00 AM - 8:00 AM,6937.3,Furrow Irrigation,Groundnut,DAP,Neem Cake,4724.5,12000.0,1.1,500.0,693.73
Gujarat,West,Peaty,Rice,5.05,31.3,91.9,58.6,12.6,4:00 PM - 7:00 PM,8701.5,Sprinkler Irrigation,Barley,Biofertilizer,Seaweed Extract,1442.5,10000.0,1.25,900.0,870.15
West Bengal,East,Saline,Wheat,8.79,15.8,177.8,87.0,13.1,5:00 AM - 8:00 AM,1733.4,Drip Irrigation,Maize,DAP,Cow Manure,2114.8,8000.0,1.15,450.0,173.34
Gujarat,West,Saline,Barley,0.89,26.2,135.2,57.7,4.5,4:00 PM - 7:00 PM,3754.7,Drip Irrigation,Soybean,Vermicompost,Bone Meal,4659.8,,,,375.46999999999997
Karnataka,South,Peaty,Groundnut,5.61,37.9,109.3,65.8,11.3,5:00 AM - 8:00 AM,9038.7,Furrow Irrigation,Soybean,Biofertilizer,Seaweed Extract,7279.8,,,,903.8700000000001
Tamil Nadu,South,Silt,Groundnut,1.54,22.1,234.8,88.6,9.9,5:00 AM - 8:00 AM,8465.0,Drip Irrigation,Maize,Urea,Bone Meal,6119.3,,,,846.5
Tamil Nadu,South,Loamy,Tea,8.15,28.1,221.7,80.0,2.3,7:00 PM - 10:00 PM,2389.7,Furrow Irrigation,Maize,Compost,Bone Meal,914.0,4000.0,1.05,700.0,238.96999999999997
Haryana,North,Clay,Groundnut,6.95,25.5,293.4,64.6,2.0,5:00 AM - 8:00 AM,8978.1,Drip Irrigation,Rice,Vermicompost,Neem Cake,1986.5,,,,897.8100000000001
Maharashtra,West,Peaty,Groundnut,2.12,15.6,64.7,68.9,3.9,7:00 PM - 10:00 PM,9858.5,Sprinkler Irrigation,Sugarcane,Compost,Cow Manure,1510.0,,,,985.85
Maharashtra,West,Silt,Barley,5.98,22.5,169.2,44.6,4.6,5:00 AM - 8:00 AM,5074.2,Sprinkler Irrigation,Barley,Compost,Seaweed Extract,3603.1,,,,507.41999999999996
West Bengal,East,Peaty,Maize,8.42,17.5,54.7,82.5,8.7,4:00 PM - 7:00 PM,5698.4,Surface Irrigation,Sugarcane,Vermicompost,Neem Cake,3865.9,12000.0,1.1,500.0,569.8399999999999
Uttar Pradesh,North,Saline,Barley,3.94,22.5,57.0,76.2,10.2,7:00 PM - 10:00 PM,2993.2,Sprinkler Irrigation,Pulses,Compost,Bone Meal,2302.0,,,,299.32
Gujarat,West,Peaty,Groundnut,9.15,39.2,298.6,88.9,5.2,4:00 PM - 7:00 PM,6813.2,Drip Irrigation,Tea,Vermicompost,Green Manure,3831.9,,,,681.3199999999999
Madhya Pradesh,Central,Clay,Barley,1.82,25.0,279.9,74.4,7.0,4:00 PM - 7:00 PM,5840.2,Sprinkler Irrigation,Soybean,MOP,Neem Cake,3840.8,,,,584.02
Haryana,North,Loamy,Tea,4.24,21.6,283.8,61.1,8.6,4:00 PM - 7:00 PM,2571.7,Sprinkler Irrigation,Cotton,Compost,Green Manure,7975.2,4000.0,1.05,700.0,257.16999999999996
Haryana,North,Saline,Wheat,8.52,25.7,237.3,89.7,4.9,4:00 PM - 7:00 PM,6400.9,Drip Irrigation,Groundnut,Urea,Bone Meal,3103.5,8000.0,1.15,450.0,640.0899999999999
Tamil Nadu,South,Clay,Barley,9.32,23.7,237.2,74.5,10.9,7:00 PM - 10:00 PM,3312.5,Furrow Irrigation,Pulses,DAP,Neem Cake,507.5,,,,331.25
Karnataka,South,Peaty,Groundnut,7.1,37.9,105.0,81.5,6.5,7:00 PM - 10:00 PM,3547.3,Sprinkler Irrigation,Rice,MOP,Neem Cake,3396.0,,,,354.73
Madhya Pradesh,Central,Sandy,Rice,8.54,16.9,283.5,47.9,10.0,4:00 PM - 7:00 PM,3681.3,Drip Irrigation,Rice,MOP,Neem Cake,712.6,10000.0,1.25,900.0,368.13
Karnataka,South,Clay,Tea,2.74,15.5,274.8,71.1,3.4,5:00 AM - 8:00 AM,6262.1,Surface Irrigation,Rice,Compost,Green Manure,2380.1,4000.0,1.05,700.0,626.21
West Bengal,East,Silt,Tea,2.37,26.4,65.9,70.3,9.7,7:00 PM - 10:00 PM,2582.7,Surface Irrigation,Groundnut,Biofertilizer,Seaweed Extract,4172.8,4000.0,1.05,700.0,258.27
Rajasthan,West,Clay,Sugarcane,9.32,20.3,290.6,67.5,8.3,5:00 AM - 8:00 AM,8222.3,Furrow Irrigation,Cotton,MOP,Bone Meal,2913.9,120000.0,1.3,1500.0,822.2299999999999
Tamil Nadu,South,Saline,Soybean,1.26,24.7,130.0,79.1,14.7,7:00 PM - 10:00 PM,4236.5,Furrow Irrigation,Cotton,MOP,Neem Cake,3158.0,,,,423.65
Gujarat,West,Silt,Barley,5.14,15.6,51.3,59.2,5.7,7:00 PM - 10:00 PM,1727.4,Surface Irrigation,Barley,Biofertilizer,Bone Meal,6936.1,,,,172.74
Rajasthan,West,Saline,Soybean,5.85,34.2,141.6,77.1,13.8,7:00 PM - 10:00 PM,1635.8,Furrow Irrigation,Cotton,Biofertilizer,Seaweed Extract,1469.6,,,,163.57999999999998
Maharashtra,West,Silt,Maize,0.53,16.5,121.9,57.4,14.8,5:00 AM - 8:00 AM,8088.5,Surface Irrigation,Sugarcane,Urea,Seaweed Extract,1322.3,12000.0,1.1,500.0,808.85
Rajasthan,West,Peaty,Rice,8.01,36.2,100.9,45.6,4.6,4:00 PM - 7:00 PM,7664.1,Drip Irrigation,Barley,Vermicompost,Bone Meal,1510.8,10000.0,1.25,900.0,766.4100000000001
Karnataka,South,Peaty,Soybean,6.82,31.3,177.5,75.0,2.1,4:00 PM - 7:00 PM,4822.6,Surface Irrigation,Barley,Compost,Cow Manure,7898.9,,,,482.26000000000005
Karnataka,South,Clay,Tea,9.36,20.6,199.2,64.1,5.4,7:00 PM - 10:00 PM,2201.0,Surface Irrigation,Groundnut,MOP,Green Manure,1148.7,4000.0,1.05,700.0,220.1
Karnataka,South,Saline,Barley,4.06,26.2,223.8,79.9,12.3,7:00 PM - 10:00 PM,7550.3,Surface Irrigation,Wheat,Vermicompost,Bone Meal,7420.1,,,,755.03
West Bengal,East,Peaty,Rice,8.26,29.2,80.1,86.3,6.5,4:00 PM - 7:00 PM,5291.4,Surface Irrigation,Sugarcane,DAP,Green Manure,2848.8,10000.0,1.25,900.0,529.14
Tamil Nadu,South,Peaty,Soybean,5.78,23.2,118.3,66.7,7.9,5:00 AM - 8:00 AM,4462.0,Furrow Irrigation,Cotton,Compost,Seaweed Extract,3598.1,,,,446.2
West Bengal,East,Saline,Wheat,3.19,20.7,60.6,53.9,8.4,7:00 PM - 10:00 PM,2850.7,Sprinkler Irrigation,Pulses,Vermicompost,Bone Meal,3587.8,8000.0,1.15,450.0,285.07
Gujarat,West,Clay,Wheat,4.7,34.0,216.0,60.3,12.5,5:00 AM - 8:00 AM,4582.0,Drip Irrigation,Wheat,Compost,Bone Meal,7940.1,8000.0,1.15,450.0,458.2
Rajasthan,West,Peaty,Barley,6.97,32.2,256.5,64.2,6.4,7:00 PM - 10:00 PM,6232.2,Drip Irrigation,Maize,Vermicompost,Bone Meal,2618.9,,,,623.22
Uttar Pradesh,North,Sandy,Tea,2.06,23.9,234.7,58.6,2.6,7:00 PM - 10:00 PM,7556.7,Sprinkler Irrigation,Tea,DAP,Bone Meal,1463.1,4000.0,1.05,700.0,755.67
Uttar Pradesh,North,Sandy,Cotton,1.35,23.5,83.6,50.9,11.9,7:00 PM - 10:00 PM,6908.6,Drip Irrigation,Wheat,Biofertilizer,Neem Cake,6559.2,5000.0,0.85,600.0,690.86
Rajasthan,West,Sandy,Groundnut,8.53,29.4,161.5,88.2,12.5,5:00 AM - 8:00 AM,6602.8,Drip Irrigation,Maize,Vermicompost,Bone Meal,6846.3,,,,660.28
West Bengal,East,Loamy,Groundnut,8.29,21.7,196.5,48.1,3.9,4:00 PM - 7:00 PM,4751.3,Surface Irrigation,Cotton,DAP,Seaweed Extract,683.8,,,,475.13
Punjab,North,Peaty,Tea,9.88,33.9,266.0,46.8,9.8,7:00 PM - 10:00 PM,9403.8,Furrow Irrigation,Groundnut,Biofertilizer,Cow Manure,3040.8,4000.0,1.05,700.0,940.3799999999999
Uttar Pradesh,North,Peaty,Barley,8.74,17.0,179.0,81.6,4.3,4:00 PM - 7:00 PM,3574.9,Surface Irrigation,Rice,MOP,Seaweed Extract,3165.4,,,,357.49
Haryana,North,Saline,Rice,5.44,25.1,194.7,52.8,2.5,4:00 PM - 7:00 PM,5299.3,Surface Irrigation,Barley,DAP,Green Manure,5886.3,10000.0,1.25,900.0,529.9300000000001
Uttar Pradesh,North,Silt,Sugarcane,4.18,18.3,173.8,72.1,3.0,4:00 PM - 7:00 PM,6981.1,Sprinkler Irrigation,Barley,MOP,Green Manure,2196.5,120000.0,1.3,1500.0,698.11
Maharashtra,West,Clay,Groundnut,1.32,36.8,207.2,88.7,11.3,4:00 PM - 7:00 PM,1699.7,Surface Irrigation,Rice,Vermicompost,Bone Meal,5142.1,,,,169.97
Haryana,North,Peaty,Soybean,3.11,35.8,218.7,88.3,2.9,4:00 PM - 7:00 PM,1687.9,Sprinkler Irrigation,Tea,Urea,Bone Meal,4867.2,,,,168.79000000000002
Maharashtra,West,Peaty,Groundnut,2.27,25.4,176.0,41.2,3.1,5:00 AM - 8:00 AM,7699.0,Drip Irrigation,Maize,Urea,Bone Meal,6149.8,,,,769.9
Gujarat,West,Sandy,Soybean,3.3,19.0,60.9,76.7,7.1,5:00 AM - 8:00 AM,1696.1,Sprinkler Irrigation,Groundnut,Vermicompost,Green Manure,6671.7,,,,169.60999999999999
Uttar Pradesh,North,Loamy,Tea,7.47,36.0,292.4,76.7,13.6,4:00 PM - 7:00 PM,8093.8,Drip Irrigation,Sugarcane,Biofertilizer,Seaweed Extract,5807.5,4000.0,1.05,700.0,809.38
Maharashtra,West,Loamy,Sugarcane,3.28,24.8,291.6,58.1,11.3,7:00 PM - 10:00 PM,9600.3,Furrow Irrigation,Wheat,Urea,Seaweed Extract,6768.4,120000.0,1.3,1500.0,960.03
Madhya Pradesh,Central,Clay,Soybean,7.34,38.4,70.1,40.0,3.0,4:00 PM - 7:00 PM,6777.8,Surface Irrigation,Wheat,DAP,Bone Meal,6883.1,,,,677.78
Maharashtra,West,Sandy,Groundnut,7.19,34.5,65.0,61.6,8.1,4:00 PM - 7:00 PM,5224.4,Surface Irrigation,Barley,Urea,Bone Meal,589.9,,,,522.4399999999999
Karnataka,South,Loamy,Maize,6.93,24.6,187.7,80.4,5.2,7:00 PM - 10:00 PM,3520.7,Surface Irrigation,Pulses,Compost,Green Manure,656.8,12000.0,1.1,500.0,352.07
Rajasthan,West,Saline,Tea,8.96,39.1,77.0,43.4,2.8,4:00 PM - 7:00 PM,7065.5,Drip Irrigation,Soybean,Compost,Bone Meal,6408.6,4000.0,1.05,700.0,706.55
Maharashtra,West,Sandy,Rice,5.4,27.9,183.4,63.9,11.5,4:00 PM - 7:00 PM,1734.5,Sprinkler Irrigation,Wheat,Urea,Neem Cake,6359.2,10000.0,1.25,900.0,173.45
Madhya Pradesh,Central,Saline,Pulses,9.99,28.3,111.5,49.2,4.5,7:00 PM - 10:00 PM,3739.6,Furrow Irrigation,Wheat,Biofertilizer,Bone Meal,3110.6,3000.0,0.75,400.0,373.96
Uttar Pradesh,North,Loamy,Cotton,2.71,37.8,164.5,82.9,8.5,5:00 AM - 8:00 AM,1774.3,Furrow Irrigation,Pulses,MOP,Cow Manure,2533.1,5000.0,0.85,600.0,177.43
West Bengal,East,Clay,Barley,3.53,25.8,89.4,43.4,11.4,4:00 PM - 7:00 PM,8996.0,Surface Irrigation,Pulses,Biofertilizer,Seaweed Extract,5744.4,,,,899.6
Tamil Nadu,South,Silt,Tea,5.29,20.2,77.3,47.3,9.5,4:00 PM - 7:00 PM,6303.3,Furrow Irrigation,Tea,MOP,Neem Cake,1971.8,4000.0,1.05,700.0,630.33
Rajasthan,West,Silt,Cotton,9.77,38.5,233.8,47.3,4.5,4:00 PM - 7:00 PM,5711.3,Surface Irrigation,Cotton,DAP,Cow Manure,3458.5,5000.0,0.85,600.0,571.13
Gujarat,West,Clay,Sugarcane,4.74,32.3,59.5,68.1,8.8,5:00 AM - 8:00 AM,6174.2,Surface Irrigation,Groundnut,Biofertilizer,Neem Cake,6247.1,120000.0,1.3,1500.0,617.42
Tamil Nadu,South,Peaty,Cotton,9.99,22.9,163.1,71.2,10.9,5:00 AM - 8:00 AM,5320.2,Surface Irrigation,Barley,Urea,Cow Manure,1337.5,5000.0,0.85,600.0,532.02
West Bengal,East,Saline,Sugarcane,1.65,20.4,209.8,79.3,8.4,5:00 AM - 8:00 AM,2552.9,Drip Irrigation,Maize,Vermicompost,Green Manure,7267.4,120000.0,1.3,1500.0,255.29000000000002
Haryana,North,Saline,Barley,0.58,37.7,143.4,64.8,12.9,7:00 PM - 10:00 PM,4642.1,Drip Irrigation,Tea,Vermicompost,Bone Meal,2058.8,,,,464.21000000000004
Maharashtra,West,Saline,Maize,7.99,34.9,73.9,82.6,6.5,4:00 PM - 7:00 PM,7880.2,Furrow Irrigation,Wheat,Compost,Seaweed Extract,6941.2,12000.0,1.1,500.0,788.02
Gujarat,West,Loamy,Soybean,5.64,19.1,100.7,41.2,13.8,5:00 AM - 8:00 AM,8983.3,Furrow Irrigation,Pulses,Biofertilizer,Bone Meal,3624.0,,,,898.3299999999999
Karnataka,South,Clay,Groundnut,7.16,18.8,269.0,56.4,4.5,4:00 PM - 7:00 PM,5726.1,Furrow Irrigation,Cotton,Biofertilizer,Seaweed Extract,2159.8,,,,572.61
West Bengal,East,Silt,Barley,1.79,16.8,79.3,80.5,14.9,5:00 AM - 8:00 AM,4373.7,Drip Irrigation,Tea,Urea,Neem Cake,4336.9,,,,437.37
Punjab,North,Sandy,Soybean,6.66,35.3,57.4,64.8,9.4,4:00 PM - 7:00 PM,2126.9,Sprinkler Irrigation,Pulses,DAP,Cow Manure,1888.0,,,,212.69
Uttar Pradesh,North,Peaty,Barley,7.28,32.4,219.0,41.8,5.3,4:00 PM - 7:00 PM,8024.4,Furrow Irrigation,Groundnut,DAP,Neem Cake,5170.2,,,,802.4399999999999
Gujarat,West,Clay,Maize,9.81,16.4,73.1,41.9,5.5,5:00 AM - 8:00 AM,6029.9,Drip Irrigation,Barley,DAP,Neem Cake,3725.6,12000.0,1.1,500.0,602.99
Uttar Pradesh,North,Loamy,Soybean,1.47,33.4,106.4,84.9,14.8,5:00 AM - 8:00 AM,4167.8,Drip Irrigation,Pulses,Biofertilizer,Bone Meal,6240.6,,,,416.78000000000003
Uttar Pradesh,North,Sandy,Barley,0.79,20.8,284.3,66.2,3.4,5:00 AM - 8:00 AM,4946.2,Drip Irrigation,Pulses,Compost,Seaweed Extract,5616.1,,,,494.62
Uttar Pradesh,North,Saline,Sugarcane,5.92,32.1,189.6,82.3,2.2,7:00 PM - 10:00 PM,6798.9,Drip Irrigation,Maize,Biofertilizer,Cow Manure,2675.2,120000.0,1.3,1500.0,679.89
West Bengal,East,Saline,Groundnut,5.88,15.7,80.2,47.7,4.3,4:00 PM - 7:00 PM,9595.8,Furrow Irrigation,Rice,Compost,Seaweed Extract,2982.7,,,,959.5799999999999
Karnataka,South,Loamy,Groundnut,5.29,16.1,277.1,74.2,12.8,4:00 PM - 7:00 PM,8920.6,Furrow Irrigation,Soybean,Urea,Bone Meal,5928.8,,,,892.0600000000001
Karnataka,South,Saline,Pulses,0.79,32.3,72.1,55.1,14.1,7:00 PM - 10:00 PM,2279.7,Sprinkler Irrigation,Tea,Biofertilizer,Cow Manure,3486.2,3000.0,0.75,400.0,227.96999999999997
Punjab,North,Silt,Wheat,3.49,29.8,159.4,50.9,9.6,5:00 AM - 8:00 AM,5898.0,Furrow Irrigation,Cotton,MOP,Bone Meal,6303.7,8000.0,1.15,450.0,589.8
Tamil Nadu,South,Silt,Cotton,7.03,31.7,155.9,61.9,13.8,7:00 PM - 10:00 PM,6743.3,Drip Irrigation,Rice,Urea,Bone Meal,5351.7,5000.0,0.85,600.0,674.33
Tamil Nadu,South,Sandy,Cotton,5.22,35.6,235.9,46.9,4.5,4:00 PM - 7:00 PM,2587.0,Furrow Irrigation,Soybean,Urea,Neem Cake,6253.1,5000.0,0.85,600.0,258.7
