State,District,Soil Type,Crop,Land Area (acres),Temperature (°C),Rainfall (mm),Humidity (%),Wind Speed (km/h),Best Irrigation Time,Water Amount (Liters/hectare),Irrigation Method,Best Next Crop,Best Fertilizer,Alternative Fertilizer,Estimated Yield (kg/hectare)
Uttar Pradesh,Ludhiana,Sandy,Barley,5.25,29.8,296.2,57.8,4.1,Morning,1940.0,Sprinkler Irrigation,Sugarcane,Urea,Green Manure,6898.9
West Bengal,Lucknow,Sandy,Rice,3.46,18.2,217.8,56.0,14.5,Night,4139.5,Sprinkler Irrigation,Cotton,Vermicompost,Cow Manure,4752.0
West Bengal,Kolkata,Silt,Wheat,9.75,21.9,280.8,52.3,7.3,Night,1629.6,Drip Irrigation,Rice,DAP,Cow Manure,6316.0
Uttar Pradesh,Rohtak,Sandy,Rice,3.33,28.1,159.3,64.8,14.7,Morning,9485.4,Sprinkler Irrigation,Sugarcane,Compost,Green Manure,6478.6
Karnataka,Rohtak,Silt,Soybean,8.15,36.8,117.7,79.5,7.5,Night,8780.1,Sprinkler Irrigation,Maize,Vermicompost,Green Manure,3004.8
Karnataka,Kolkata,Sandy,Pulses,5.67,20.3,165.3,64.2,10.3,Night,4506.9,Sprinkler Irrigation,Wheat,Compost,Seaweed Extract,5769.9
Madhya Pradesh,Chennai,Saline,Cotton,2.07,27.4,254.9,86.3,3.6,Morning,9183.3,Furrow Irrigation,Barley,Compost,Cow Manure,7756.9
West Bengal,Jaipur,Saline,Maize,6.44,21.5,111.1,67.4,13.2,Morning,9603.1,Drip Irrigation,Groundnut,DAP,Green Manure,4441.9
Rajasthan,Pune,Sandy,Groundnut,4.46,30.4,65.6,87.0,7.2,Morning,9854.2,Furrow Irrigation,Soybean,MOP,Green Manure,2128.9
Rajasthan,Bhopal,Clay,Wheat,8.02,21.8,239.5,61.5,13.9,Morning,9587.3,Sprinkler Irrigation,Sugarcane,Vermicompost,Neem Cake,5139.2
Gujarat,Pune,Clay,Tea,8.59,23.1,296.1,44.3,4.2,Night,1045.6,Surface Irrigation,Sugarcane,Compost,Bone Meal,2366.2
West Bengal,Chennai,Saline,Cotton,6.07,32.2,286.6,84.0,4.1,Morning,4528.5,Sprinkler Irrigation,Sugarcane,Vermicompost,Bone Meal,5920.6
Maharashtra,Pune,Silt,Rice,1.68,24.6,178.7,70.4,9.5,Morning,9494.1,Furrow Irrigation,Maize,Compost,Bone Meal,2358.6
Tamil Nadu,Pune,Loamy,Sugarcane,7.59,29.8,158.4,51.5,7.4,Evening,7162.9,Furrow Irrigation,Pulses,Biofertilizer,Neem Cake,2973.0
Tamil Nadu,Ahmedabad,Clay,Groundnut,3.77,25.8,215.6,52.5,11.8,Morning,2879.0,Sprinkler Irrigation,Soybean,MOP,Bone Meal,2015.0
Punjab,Bangalore,Peaty,Barley,3.1,28.6,65.5,57.2,12.5,Morning,7443.8,Drip Irrigation,Pulses,Urea,Neem Cake,7645.1
Karnataka,Ludhiana,Saline,Pulses,9.93,22.2,150.4,89.4,4.3,Evening,8633.2,Drip Irrigation,Cotton,MOP,Seaweed Extract,4679.6
Tamil Nadu,Pune,Peaty,Sugarcane,2.78,20.2,88.8,58.7,8.5,Evening,4153.6,Furrow Irrigation,Maize,MOP,Cow Manure,3611.1
Haryana,Lucknow,Saline,Rice,8.64,16.2,193.8,51.6,7.1,Night,2099.5,Surface Irrigation,Rice,Urea,Cow Manure,1920.7
Haryana,Chennai,Saline,Soybean,3.95,25.3,132.2,48.2,12.1,Evening,2061.2,Furrow Irrigation,Sugarcane,Compost,Cow Manure,2119.5
Uttar Pradesh,Lucknow,Loamy,Maize,9.54,36.8,55.2,87.0,10.7,Morning,2095.9,Surface Irrigation,Sugarcane,Compost,Cow Manure,5681.4
Punjab,Ahmedabad,Silt,Rice,4.23,19.4,295.0,80.5,7.3,Evening,4200.1,Surface Irrigation,Wheat,DAP,Cow Manure,5158.3
Gujarat,Rohtak,Saline,Sugarcane,9.64,17.6,237.9,60.7,13.0,Evening,9982.0,Drip Irrigation,Cotton,Vermicompost,Green Manure,7297.4
Maharashtra,Pune,Clay,Tea,8.21,25.9,274.3,42.9,14.7,Evening,4139.9,Sprinkler Irrigation,Barley,Compost,Cow Manure,6341.1
Maharashtra,Pune,Clay,Maize,6.34,31.3,278.8,48.9,3.9,Morning,4461.0,Surface Irrigation,Rice,Biofertilizer,Green Manure,4049.0
Karnataka,Bangalore,Peaty,Pulses,5.05,27.5,245.1,73.2,9.1,Night,7456.3,Drip Irrigation,Barley,Biofertilizer,Green Manure,1963.2
Gujarat,Bhopal,Peaty,Rice,2.12,23.8,68.8,56.2,9.9,Evening,2317.7,Drip Irrigation,Wheat,Biofertilizer,Neem Cake,3771.6
Maharashtra,Chennai,Peaty,Pulses,9.5,21.8,139.1,50.1,10.3,Morning,8226.0,Sprinkler Irrigation,Maize,MOP,Bone Meal,849.8
Maharashtra,Rohtak,Sandy,Tea,0.83,37.4,164.8,56.1,9.0,Night,4037.6,Sprinkler Irrigation,Tea,Urea,Bone Meal,5305.8
Haryana,Rohtak,Saline,Tea,5.53,20.9,80.3,90.0,3.5,Night,4265.6,Surface Irrigation,Pulses,Biofertilizer,Green Manure,2800.9
Punjab,Ludhiana,Silt,Sugarcane,4.01,34.3,184.3,53.7,13.0,Night,8478.1,Surface Irrigation,Sugarcane,Biofertilizer,Seaweed Extract,3659.2
Tamil Nadu,Jaipur,Peaty,Rice,5.79,27.4,132.1,71.0,10.1,Morning,5694.5,Sprinkler Irrigation,Groundnut,Urea,Green Manure,7323.0
Uttar Pradesh,Bhopal,Peaty,Rice,6.63,25.5,293.4,57.3,9.0,Evening,1110.3,Sprinkler Irrigation,Tea,DAP,Green Manure,6605.1
Punjab,Pune,Saline,Barley,7.12,24.2,170.7,79.5,9.7,Evening,1398.8,Furrow Irrigation,Maize,Vermicompost,Green Manure,6012.7
Rajasthan,Jaipur,Peaty,Barley,8.33,24.0,130.8,67.2,4.9,Evening,6442.0,Sprinkler Irrigation,Maize,Vermicompost,Cow Manure,2349.7
Punjab,Rohtak,Peaty,Wheat,1.22,27.2,99.5,83.7,7.6,Night,4289.7,Drip Irrigation,Rice,Vermicompost,Cow Manure,658.9
West Bengal,Rohtak,Peaty,Barley,0.64,34.6,113.4,59.5,4.9,Night,9733.6,Drip Irrigation,Soybean,Compost,Bone Meal,1119.0
Karnataka,Lucknow,Loamy,Pulses,2.76,37.4,171.0,60.6,11.8,Night,8786.2,Furrow Irrigation,Cotton,Vermicompost,Seaweed Extract,5089.3
Uttar Pradesh,Rohtak,Saline,Tea,7.39,31.2,94.6,48.6,7.1,Morning,1299.0,Surface Irrigation,Groundnut,Vermicompost,Cow Manure,2700.6
Punjab,Pune,Loamy,Cotton,8.88,23.8,72.2,85.5,14.6,Night,8869.5,Surface Irrigation,Barley,Urea,Cow Manure,4989.4
Punjab,Pune,Sandy,Tea,1.82,23.0,71.3,58.6,9.3,Evening,7300.6,Furrow Irrigation,Tea,DAP,Green Manure,4775.6
Punjab,Ludhiana,Loamy,Maize,3.85,20.8,293.0,73.7,8.7,Evening,8779.6,Surface Irrigation,Sugarcane,Vermicompost,Bone Meal,4575.5
Maharashtra,Rohtak,Silt,Groundnut,0.59,37.9,71.7,74.3,12.7,Evening,7496.6,Furrow Irrigation,Soybean,DAP,Neem Cake,3560.6
Gujarat,Kolkata,Peaty,Cotton,1.84,29.6,124.9,70.8,9.7,Morning,9543.2,Furrow Irrigation,Groundnut,Urea,Seaweed Extract,2569.8
West Bengal,Rohtak,Loamy,Groundnut,1.36,21.9,124.3,75.2,9.1,Night,4211.6,Surface Irrigation,Pulses,MOP,Seaweed Extract,2050.3
Uttar Pradesh,Jaipur,Sandy,Cotton,0.55,32.8,78.0,75.7,2.5,Morning,3258.8,Surface Irrigation,Sugarcane,MOP,Bone Meal,4872.9
Rajasthan,Pune,Sandy,Soybean,3.97,27.9,155.1,56.1,10.8,Evening,6821.0,Drip Irrigation,Rice,Urea,Neem Cake,3572.6
Uttar Pradesh,Ludhiana,Clay,Groundnut,2.49,16.4,136.0,51.8,7.3,Morning,6293.9,Surface Irrigation,Soybean,Vermicompost,Cow Manure,3418.8
Rajasthan,Pune,Saline,Maize,9.0,22.5,78.5,57.9,11.2,Morning,8482.8,Sprinkler Irrigation,Soybean,Vermicompost,Bone Meal,7716.5
Punjab,Rohtak,Clay,Groundnut,0.54,32.0,253.9,54.2,8.8,Evening,6513.5,Surface Irrigation,Barley,Vermicompost,Seaweed Extract,4001.1
Maharashtra,Lucknow,Loamy,Rice,3.69,15.2,77.4,73.3,3.2,Morning,4648.4,Furrow Irrigation,Groundnut,Vermicompost,Cow Manure,3271.5
Rajasthan,Lucknow,Loamy,Barley,7.67,34.8,145.7,59.8,9.0,Morning,8179.9,Sprinkler Irrigation,Groundnut,MOP,Cow Manure,3285.7
Rajasthan,Ludhiana,Loamy,Barley,3.29,31.2,267.0,81.8,11.6,Evening,1922.2,Surface Irrigation,Tea,Biofertilizer,Seaweed Extract,952.9
Tamil Nadu,Bhopal,Loamy,Sugarcane,7.05,17.2,271.0,88.3,13.8,Night,7071.5,Furrow Irrigation,Groundnut,Compost,Neem Cake,3975.0
Karnataka,Ludhiana,Clay,Pulses,0.55,32.3,106.1,68.0,7.2,Evening,7545.2,Surface Irrigation,Rice,DAP,Green Manure,2337.1
Uttar Pradesh,Chennai,Sandy,Sugarcane,5.29,18.4,235.4,85.8,6.3,Evening,7513.7,Drip Irrigation,Cotton,Urea,Cow Manure,5967.9
Haryana,Lucknow,Sandy,Groundnut,2.42,34.1,214.8,71.0,6.4,Morning,8937.6,Drip Irrigation,Groundnut,DAP,Bone Meal,1743.5
West Bengal,Chennai,Loamy,Groundnut,7.44,29.2,214.6,71.0,11.5,Evening,5069.2,Furrow Irrigation,Rice,Compost,Bone Meal,3252.1
Tamil Nadu,Bangalore,Loamy,Tea,8.56,36.7,51.9,84.2,4.5,Morning,6656.9,Sprinkler Irrigation,Soybean,MOP,Cow Manure,4852.5
Haryana,Chennai,Sandy,Rice,6.77,17.5,242.2,42.9,13.7,Morning,9405.9,Sprinkler Irrigation,Soybean,Biofertilizer,Bone Meal,6319.8
Punjab,Jaipur,Saline,Sugarcane,2.39,36.9,246.7,45.9,7.4,Night,1510.2,Drip Irrigation,Maize,Biofertilizer,Neem Cake,6577.5
Karnataka,Kolkata,Peaty,Groundnut,1.42,37.8,258.9,43.0,10.0,Morning,9133.0,Furrow Irrigation,Pulses,Vermicompost,Green Manure,6314.5
Gujarat,Lucknow,Peaty,Tea,5.42,37.0,114.8,89.5,12.4,Morning,7791.3,Drip Irrigation,Barley,Biofertilizer,Seaweed Extract,2749.2
Karnataka,Rohtak,Silt,Rice,6.53,38.0,125.6,78.9,4.9,Evening,2610.9,Furrow Irrigation,Soybean,Compost,Cow Manure,3697.5
Haryana,Bangalore,Loamy,Wheat,9.71,32.0,249.4,76.7,6.9,Night,9409.5,Drip Irrigation,Soybean,MOP,Bone Meal,7463.3
Maharashtra,Pune,Silt,Pulses,0.81,31.0,63.5,79.4,3.8,Night,5079.4,Sprinkler Irrigation,Cotton,Urea,Bone Meal,7531.2
Uttar Pradesh,Kolkata,Silt,Cotton,2.3,38.1,110.6,42.6,7.5,Morning,1042.4,Furrow Irrigation,Pulses,Vermicompost,Cow Manure,839.6
Tamil Nadu,Ahmedabad,Loamy,Barley,2.08,28.5,164.6,61.4,11.1,Morning,8737.2,Furrow Irrigation,Barley,Biofertilizer,Green Manure,5791.1
Madhya Pradesh,Rohtak,Clay,Sugarcane,2.62,16.3,63.9,63.3,14.9,Night,3096.2,Drip Irrigation,Sugarcane,Urea,Cow Manure,4079.9
Gujarat,Jaipur,Clay,Sugarcane,9.14,32.2,266.2,67.4,11.6,Night,7204.3,Drip Irrigation,Barley,Urea,Bone Meal,4994.5
West Bengal,Lucknow,Saline,Sugarcane,4.61,27.6,102.8,84.8,2.8,Evening,2005.4,Drip Irrigation,Wheat,Vermicompost,Neem Cake,3382.2
Karnataka,Bhopal,Silt,Groundnut,6.4,28.0,238.2,60.8,8.0,Night,6570.2,Furrow Irrigation,Soybean,Compost,Seaweed Extract,7626.4
Maharashtra,Pune,Saline,Sugarcane,5.65,35.2,266.7,52.0,13.7,Evening,4697.6,Surface Irrigation,Maize,Biofertilizer,Bone Meal,1161.8
Uttar Pradesh,Ahmedabad,Peaty,Wheat,8.59,22.9,157.6,48.4,10.4,Morning,7345.9,Surface Irrigation,Barley,DAP,Seaweed Extract,2703.9
Tamil Nadu,Pune,Loamy,Sugarcane,2.13,18.4,137.6,64.4,6.3,Morning,3876.6,Drip Irrigation,Tea,DAP,Green Manure,7090.6
Uttar Pradesh,Bhopal,Clay,Rice,6.98,26.3,182.2,60.7,14.0,Morning,5521.3,Furrow Irrigation,Wheat,MOP,Green Manure,7424.9
Haryana,Lucknow,Loamy,Tea,2.58,27.7,279.2,44.8,5.7,Evening,3989.8,Surface Irrigation,Cotton,Biofertilizer,Seaweed Extract,2201.0
Maharashtra,Jaipur,Silt,Groundnut,7.3,28.3,262.7,53.9,14.6,Evening,3362.5,Drip Irrigation,Tea,Urea,Seaweed Extract,5525.5
Haryana,Bhopal,Clay,Cotton,0.8,36.8,137.1,49.1,6.4,Night,9392.7,Surface Irrigation,Rice,DAP,Bone Meal,2543.8
Haryana,Rohtak,Loamy,Cotton,0.59,24.2,229.1,65.8,7.1,Morning,8519.3,Surface Irrigation,Maize,DAP,Green Manure,7715.8
Madhya Pradesh,Rohtak,Clay,Wheat,2.26,21.4,109.8,77.3,13.8,Night,3239.1,Drip Irrigation,Maize,MOP,Green Manure,5531.9
Tamil Nadu,Lucknow,Saline,Maize,7.56,39.5,247.6,63.6,12.8,Night,3426.2,Sprinkler Irrigation,Groundnut,Urea,Green Manure,3159.5
Uttar Pradesh,Bhopal,Sandy,Maize,3.77,21.5,81.0,60.0,2.0,Evening,3329.9,Furrow Irrigation,Soybean,Vermicompost,Cow Manure,1025.8
Uttar Pradesh,Bhopal,Saline,Sugarcane,0.65,38.2,207.7,80.5,14.4,Evening,2234.6,Drip Irrigation,Rice,Urea,Bone Meal,1929.9
Gujarat,Lucknow,Peaty,Soybean,7.26,29.0,164.2,57.7,3.2,Morning,3739.2,Furrow Irrigation,Wheat,Compost,Green Manure,2811.0
Rajasthan,Jaipur,Loamy,Groundnut,6.68,39.1,84.4,52.6,7.1,Evening,5285.7,Drip Irrigation,Groundnut,Urea,Seaweed Extract,4030.7
West Bengal,Kolkata,Clay,Wheat,5.02,20.7,283.1,65.6,2.8,Night,5767.4,Sprinkler Irrigation,Rice,MOP,Bone Meal,3923.5
Punjab,Rohtak,Loamy,Tea,3.12,31.3,121.9,55.6,6.8,Night,5078.2,Furrow Irrigation,Groundnut,Compost,Bone Meal,4305.4
Rajasthan,Bhopal,Silt,Soybean,1.34,33.7,237.4,48.2,9.1,Night,4094.9,Furrow Irrigation,Cotton,Compost,Seaweed Extract,4628.3
Madhya Pradesh,Ludhiana,Clay,Cotton,9.84,28.5,80.1,89.4,2.7,Night,3797.9,Furrow Irrigation,Pulses,MOP,Bone Meal,4226.5
Gujarat,Pune,Sandy,Rice,8.43,31.9,202.2,79.4,8.3,Night,6380.0,Sprinkler Irrigation,Sugarcane,Biofertilizer,Cow Manure,1439.6
Karnataka,Lucknow,Clay,Sugarcane,5.71,20.1,258.1,46.0,3.1,Evening,8823.2,Surface Irrigation,Groundnut,DAP,Green Manure,3447.6
Uttar Pradesh,Jaipur,Saline,Groundnut,8.32,32.3,134.8,60.0,12.0,Morning,7130.2,Sprinkler Irrigation,Wheat,Biofertilizer,Seaweed Extract,6956.7
Madhya Pradesh,Lucknow,Saline,Groundnut,1.02,21.1,64.4,61.8,12.5,Evening,4033.6,Furrow Irrigation,Maize,Urea,Green Manure,3352.0
Rajasthan,Rohtak,Silt,Cotton,9.2,16.1,272.1,67.9,9.4,Night,6863.7,Surface Irrigation,Barley,Compost,Neem Cake,1119.4
Maharashtra,Rohtak,Peaty,Soybean,3.58,26.8,110.7,84.2,11.1,Evening,5538.7,Drip Irrigation,Tea,DAP,Bone Meal,5314.0
West Bengal,Ludhiana,Saline,Barley,2.86,18.9,59.0,55.8,12.7,Night,6597.1,Furrow Irrigation,Soybean,Biofertilizer,Seaweed Extract,1763.0
Haryana,Chennai,Silt,Maize,5.26,19.8,191.8,82.4,13.0,Night,7461.9,Drip Irrigation,Wheat,Vermicompost,Cow Manure,5647.7
Gujarat,Rohtak,Loamy,Groundnut,1.17,16.9,132.1,46.9,3.7,Morning,8869.4,Drip Irrigation,Wheat,Urea,Green Manure,4685.3
Madhya Pradesh,Ahmedabad,Silt,Barley,1.14,24.5,291.4,52.1,8.8,Morning,8269.1,Furrow Irrigation,Soybean,DAP,Seaweed Extract,3977.0
Karnataka,Rohtak,Sandy,Soybean,9.17,18.2,288.8,54.1,11.4,Night,5622.7,Drip Irrigation,Groundnut,Biofertilizer,Neem Cake,1080.3
Gujarat,Bangalore,Saline,Rice,5.18,37.1,54.7,42.1,10.2,Evening,3135.3,Sprinkler Irrigation,Wheat,MOP,Bone Meal,1075.8
West Bengal,Bangalore,Clay,Sugarcane,9.68,21.2,69.2,46.3,11.1,Morning,9070.0,Drip Irrigation,Pulses,Biofertilizer,Seaweed Extract,5452.1
Karnataka,Ahmedabad,Saline,Pulses,7.14,22.1,165.1,52.0,4.1,Evening,5111.4,Drip Irrigation,Wheat,Compost,Green Manure,2456.4
Rajasthan,Pune,Loamy,Rice,7.27,22.2,97.7,72.7,7.7,Evening,3947.5,Furrow Irrigation,Tea,Urea,Bone Meal,4034.0
Gujarat,Rohtak,Saline,Soybean,6.06,22.3,236.1,71.0,14.0,Evening,9477.0,Drip Irrigation,Pulses,DAP,Neem Cake,7015.3
Tamil Nadu,Bangalore,Peaty,Soybean,9.55,24.4,64.2,55.0,13.7,Night,2035.0,Surface Irrigation,Groundnut,Vermicompost,Bone Meal,3024.8
Tamil Nadu,Rohtak,Silt,Sugarcane,6.39,38.8,266.9,87.4,5.2,Evening,6094.6,Surface Irrigation,Wheat,Compost,Cow Manure,5889.4
West Bengal,Bangalore,Peaty,Cotton,9.3,33.4,217.5,69.0,3.9,Evening,2924.2,Sprinkler Irrigation,Maize,DAP,Cow Manure,6471.6
Punjab,Pune,Loamy,Tea,3.63,31.6,177.9,66.7,4.3,Night,5211.6,Furrow Irrigation,Tea,Compost,Neem Cake,3423.8
West Bengal,Pune,Sandy,Pulses,6.33,36.1,157.4,74.0,4.1,Evening,2556.1,Surface Irrigation,Sugarcane,Compost,Neem Cake,2327.5
Uttar Pradesh,Chennai,Clay,Wheat,7.51,30.5,245.9,64.7,12.2,Night,5999.8,Surface Irrigation,Pulses,Compost,Cow Manure,5862.6
Punjab,Pune,Peaty,Rice,1.1,24.1,248.8,52.6,12.9,Morning,4943.1,Drip Irrigation,Tea,Compost,Cow Manure,564.9
Uttar Pradesh,Kolkata,Loamy,Tea,7.61,15.9,160.5,86.0,8.7,Night,9573.4,Furrow Irrigation,Maize,Urea,Green Manure,7368.6
Gujarat,Lucknow,Clay,Wheat,5.43,32.6,299.5,52.6,10.9,Morning,4701.9,Drip Irrigation,Tea,Urea,Seaweed Extract,2032.7
Karnataka,Bhopal,Sandy,Sugarcane,4.0,33.5,67.9,70.4,13.2,Night,1582.4,Surface Irrigation,Tea,Urea,Seaweed Extract,6064.4
Madhya Pradesh,Chennai,Clay,Barley,7.13,34.0,171.7,52.1,2.3,Evening,4376.4,Sprinkler Irrigation,Soybean,Biofertilizer,Seaweed Extract,1333.8
Maharashtra,Bangalore,Saline,Pulses,7.47,39.9,179.9,47.1,7.0,Evening,8136.8,Drip Irrigation,Groundnut,Urea,Bone Meal,2046.8
Punjab,Rohtak,Saline,Rice,5.25,16.3,210.0,85.0,6.1,Evening,7482.0,Surface Irrigation,Rice,MOP,Bone Meal,1273.5
Maharashtra,Rohtak,Sandy,Wheat,0.94,21.4,102.8,88.3,13.5,Morning,4804.3,Furrow Irrigation,Rice,Vermicompost,Cow Manure,1178.4
Rajasthan,Bangalore,Peaty,Maize,2.2,39.4,174.1,69.2,5.4,Evening,2476.2,Drip Irrigation,Soybean,Biofertilizer,Bone Meal,2916.7
Tamil Nadu,Ahmedabad,Silt,Wheat,3.83,27.2,280.1,59.8,10.4,Night,5313.5,Drip Irrigation,Groundnut,DAP,Seaweed Extract,2290.8
Tamil Nadu,Bangalore,Silt,Maize,8.97,32.9,163.9,75.0,3.1,Morning,9952.3,Surface Irrigation,Cotton,Urea,Cow Manure,2000.2
Punjab,Chennai,Saline,Pulses,1.22,31.5,182.8,57.7,12.7,Evening,1713.2,Drip Irrigation,Maize,Biofertilizer,Seaweed Extract,4990.5
Tamil Nadu,Ludhiana,Sandy,Wheat,2.07,34.9,208.8,63.1,10.5,Night,3232.1,Sprinkler Irrigation,Soybean,Urea,Neem Cake,6626.0
West Bengal,Jaipur,Silt,Soybean,3.23,27.5,134.5,49.5,7.7,Night,1589.3,Drip Irrigation,Wheat,DAP,Seaweed Extract,3947.4
Madhya Pradesh,Pune,Loamy,Cotton,9.26,37.6,116.6,56.9,7.5,Evening,6843.7,Drip Irrigation,Maize,Vermicompost,Seaweed Extract,3942.2
Haryana,Ahmedabad,Sandy,Maize,3.93,22.6,206.8,79.6,12.1,Night,9780.2,Drip Irrigation,Groundnut,Biofertilizer,Bone Meal,1145.3
Rajasthan,Pune,Loamy,Pulses,9.32,39.4,140.6,76.6,7.1,Evening,6808.1,Sprinkler Irrigation,Sugarcane,Urea,Bone Meal,4039.8
Maharashtra,Chennai,Peaty,Sugarcane,6.22,31.0,78.6,54.3,14.8,Evening,4334.8,Furrow Irrigation,Rice,DAP,Neem Cake,7568.4
Gujarat,Ludhiana,Sandy,Rice,0.76,28.0,174.5,56.0,8.0,Morning,4138.4,Drip Irrigation,Cotton,Biofertilizer,Neem Cake,4781.3
Haryana,Lucknow,Clay,Barley,3.98,17.6,248.9,88.4,9.5,Morning,2066.9,Sprinkler Irrigation,Groundnut,Biofertilizer,Seaweed Extract,5250.3
Madhya Pradesh,Kolkata,Sandy,Soybean,1.14,21.9,137.7,63.0,2.3,Night,9099.8,Furrow Irrigation,Pulses,MOP,Cow Manure,1107.7
Uttar Pradesh,Jaipur,Silt,Sugarcane,7.02,28.6,128.1,87.1,14.6,Night,3102.8,Surface Irrigation,Pulses,Urea,Cow Manure,6396.1
Rajasthan,Bhopal,Sandy,Barley,3.51,26.1,128.5,84.1,4.5,Morning,2520.6,Drip Irrigation,Sugarcane,Biofertilizer,Cow Manure,679.9
Punjab,Lucknow,Sandy,Tea,7.56,33.2,252.8,62.1,3.7,Night,8462.1,Drip Irrigation,Wheat,Biofertilizer,Neem Cake,7943.2
Madhya Pradesh,Rohtak,Peaty,Wheat,2.59,36.0,230.4,69.9,7.9,Evening,8782.7,Surface Irrigation,Tea,DAP,Seaweed Extract,6082.7
Madhya Pradesh,Pune,Loamy,Sugarcane,7.03,22.7,259.3,56.9,2.6,Night,7354.9,Furrow Irrigation,Pulses,Compost,Bone Meal,4755.6
Tamil Nadu,Jaipur,Loamy,Rice,7.79,21.0,75.9,43.7,5.6,Morning,8541.0,Furrow Irrigation,Tea,Compost,Cow Manure,5462.2
Karnataka,Bangalore,Saline,Pulses,7.76,24.5,234.1,66.3,3.8,Night,6255.4,Drip Irrigation,Groundnut,DAP,Bone Meal,3736.1
West Bengal,Ahmedabad,Loamy,Groundnut,1.71,33.2,85.7,54.3,7.6,Night,8153.1,Furrow Irrigation,Barley,DAP,Seaweed Extract,7370.3
Punjab,Chennai,Loamy,Sugarcane,2.26,30.9,89.5,79.9,13.1,Morning,5043.5,Drip Irrigation,Maize,Biofertilizer,Bone Meal,968.0
Tamil Nadu,Ludhiana,Silt,Pulses,8.39,23.3,73.7,57.7,14.1,Morning,6174.4,Furrow Irrigation,Wheat,DAP,Green Manure,4444.4
Rajasthan,Chennai,Clay,Cotton,9.07,37.5,224.4,82.8,9.0,Evening,8764.5,Sprinkler Irrigation,Sugarcane,DAP,Seaweed Extract,3224.5
Rajasthan,Kolkata,Loamy,Maize,8.08,26.6,219.1,84.1,10.6,Morning,3343.3,Surface Irrigation,Soybean,Vermicompost,Green Manure,5415.7
Karnataka,Kolkata,Loamy,Pulses,2.38,20.4,192.5,59.0,5.3,Night,4341.2,Surface Irrigation,Wheat,MOP,Bone Meal,3975.1
Punjab,Ahmedabad,Clay,Rice,4.31,27.1,286.4,78.1,4.8,Night,6791.8,Drip Irrigation,Groundnut,Compost,Cow Manure,4826.7
Punjab,Jaipur,Saline,Barley,8.85,16.3,157.5,79.4,4.8,Evening,4969.0,Drip Irrigation,Maize,DAP,Neem Cake,1262.5
Haryana,Jaipur,Saline,Barley,1.85,28.5,110.2,65.9,5.0,Night,7647.9,Sprinkler Irrigation,Wheat,MOP,Neem Cake,4164.3
Gujarat,Jaipur,Loamy,Wheat,6.34,24.3,114.7,54.1,3.4,Evening,1161.7,Sprinkler Irrigation,Tea,Biofertilizer,Cow Manure,7071.7
Haryana,Jaipur,Peaty,Wheat,6.31,37.8,54.7,75.0,13.1,Evening,2881.2,Surface Irrigation,Maize,Compost,Seaweed Extract,5902.8
Maharashtra,Bangalore,Silt,Groundnut,5.41,21.5,84.7,64.4,3.0,Evening,3022.8,Sprinkler Irrigation,Sugarcane,Biofertilizer,Neem Cake,7078.7
Gujarat,Lucknow,Loamy,Rice,6.11,33.9,265.8,59.3,14.2,Morning,9130.8,Surface Irrigation,Wheat,Compost,Seaweed Extract,6376.6
West Bengal,Bangalore,Loamy,Maize,6.38,24.1,92.2,78.7,3.8,Night,4760.1,Sprinkler Irrigation,Cotton,Compost,Green Manure,2177.1
Gujarat,Rohtak,Peaty,Cotton,7.87,33.0,136.9,89.3,6.1,Morning,5383.3,Sprinkler Irrigation,Rice,Compost,Bone Meal,901.4
Rajasthan,Ludhiana,Sandy,Wheat,3.58,38.7,129.8,43.3,3.3,Evening,7652.5,Furrow Irrigation,Maize,Compost,Bone Meal,1172.9
West Bengal,Kolkata,Peaty,Tea,9.95,39.7,295.2,43.8,6.4,Evening,2571.4,Drip Irrigation,Tea,MOP,Seaweed Extract,6928.9
Haryana,Jaipur,Saline,Sugarcane,5.73,30.9,82.8,62.5,6.3,Night,7073.9,Drip Irrigation,Barley,DAP,Green Manure,5543.6
Maharashtra,Rohtak,Clay,Rice,8.64,20.8,156.2,54.6,2.9,Evening,6270.5,Sprinkler Irrigation,Maize,MOP,Neem Cake,5230.8
Tamil Nadu,Pune,Saline,Pulses,9.38,27.1,108.4,56.1,11.6,Evening,6560.0,Sprinkler Irrigation,Cotton,Compost,Cow Manure,2907.9
Madhya Pradesh,Lucknow,Loamy,Pulses,5.44,23.3,52.7,65.1,2.8,Morning,6712.7,Surface Irrigation,Cotton,DAP,Cow Manure,5073.8
Uttar Pradesh,Lucknow,Saline,Maize,2.46,30.8,181.7,47.8,10.3,Night,7527.9,Surface Irrigation,Groundnut,Biofertilizer,Seaweed Extract,4993.2
Tamil Nadu,Chennai,Sandy,Rice,1.93,37.5,259.0,47.7,7.3,Morning,4008.5,Sprinkler Irrigation,Wheat,Vermicompost,Green Manure,7910.6
Rajasthan,Bangalore,Silt,Wheat,3.12,31.3,163.4,63.6,6.4,Night,3888.7,Sprinkler Irrigation,Tea,Urea,Neem Cake,5330.6
Tamil Nadu,Rohtak,Clay,Rice,0.64,26.2,168.0,53.7,12.9,Night,9712.6,Surface Irrigation,Barley,MOP,Seaweed Extract,3164.0
Gujarat,Jaipur,Peaty,Rice,5.73,18.3,188.0,60.2,3.9,Morning,5572.3,Sprinkler Irrigation,Soybean,Urea,Green Manure,2035.0
